device: cuda | AMP: True
building validation set (20 batches x 1024) -- one-time scan of the PGN for held-out games...
  cached 20 validation batches (20480 positions)
step   20900 | lr 9.76e-04 | total 3.118 | policy 1.608 (acc 0.480) | value 0.462 | aux 1.0481 | 17091 pos/s
step   21000 | lr 9.76e-04 | total 3.115 | policy 1.601 (acc 0.480) | value 0.460 | aux 1.0539 | 16114 pos/s
step   21100 | lr 9.75e-04 | total 3.156 | policy 1.595 (acc 0.482) | value 0.501 | aux 1.0605 | 16777 pos/s
step   21200 | lr 9.75e-04 | total 3.190 | policy 1.586 (acc 0.483) | value 0.535 | aux 1.0689 | 16174 pos/s
step   21300 | lr 9.75e-04 | total 3.203 | policy 1.609 (acc 0.477) | value 0.525 | aux 1.0681 | 17366 pos/s
step   21400 | lr 9.75e-04 | total 3.171 | policy 1.627 (acc 0.471) | value 0.479 | aux 1.0644 | 16556 pos/s
step   21500 | lr 9.74e-04 | total 3.186 | policy 1.610 (acc 0.476) | value 0.518 | aux 1.0584 | 18008 pos/s
step   21600 | lr 9.74e-04 | total 3.164 | policy 1.594 (acc 0.483) | value 0.515 | aux 1.0549 | 17065 pos/s
step   21700 | lr 9.74e-04 | total 3.172 | policy 1.608 (acc 0.479) | value 0.499 | aux 1.0649 | 17321 pos/s
step   21800 | lr 9.74e-04 | total 3.210 | policy 1.622 (acc 0.473) | value 0.514 | aux 1.0743 | 16714 pos/s
step   21900 | lr 9.73e-04 | total 3.222 | policy 1.595 (acc 0.482) | value 0.556 | aux 1.0704 | 17231 pos/s
step   22000 | lr 9.73e-04 | total 3.193 | policy 1.579 (acc 0.488) | value 0.551 | aux 1.0629 | 16394 pos/s
step   22100 | lr 9.73e-04 | total 3.208 | policy 1.600 (acc 0.481) | value 0.537 | aux 1.0708 | 16545 pos/s
step   22200 | lr 9.73e-04 | total 3.205 | policy 1.623 (acc 0.475) | value 0.516 | aux 1.0661 | 17225 pos/s
step   22300 | lr 9.72e-04 | total 3.153 | policy 1.616 (acc 0.472) | value 0.479 | aux 1.0580 | 17517 pos/s
step   22400 | lr 9.72e-04 | total 3.142 | policy 1.597 (acc 0.479) | value 0.488 | aux 1.0573 | 16815 pos/s
step   22500 | lr 9.72e-04 | total 3.102 | policy 1.594 (acc 0.481) | value 0.454 | aux 1.0532 | 17613 pos/s
step   22600 | lr 9.71e-04 | total 3.125 | policy 1.608 (acc 0.477) | value 0.456 | aux 1.0613 | 17054 pos/s
step   22700 | lr 9.71e-04 | total 3.129 | policy 1.613 (acc 0.475) | value 0.459 | aux 1.0567 | 17315 pos/s
step   22800 | lr 9.71e-04 | total 3.134 | policy 1.599 (acc 0.482) | value 0.481 | aux 1.0533 | 17524 pos/s
step   22900 | lr 9.71e-04 | total 3.136 | policy 1.608 (acc 0.476) | value 0.476 | aux 1.0515 | 16579 pos/s
step   23000 | lr 9.70e-04 | total 3.144 | policy 1.603 (acc 0.478) | value 0.489 | aux 1.0518 | 17129 pos/s
step   23100 | lr 9.70e-04 | total 3.193 | policy 1.626 (acc 0.470) | value 0.509 | aux 1.0574 | 17702 pos/s
step   23200 | lr 9.70e-04 | total 3.181 | policy 1.614 (acc 0.473) | value 0.510 | aux 1.0569 | 17134 pos/s
step   23300 | lr 9.70e-04 | total 3.178 | policy 1.615 (acc 0.473) | value 0.503 | aux 1.0605 | 16963 pos/s
step   23400 | lr 9.69e-04 | total 3.145 | policy 1.609 (acc 0.477) | value 0.475 | aux 1.0603 | 17157 pos/s
step   23500 | lr 9.69e-04 | total 3.164 | policy 1.633 (acc 0.469) | value 0.467 | aux 1.0637 | 17493 pos/s
step   23600 | lr 9.69e-04 | total 3.154 | policy 1.634 (acc 0.467) | value 0.462 | aux 1.0579 | 16835 pos/s
step   23700 | lr 9.69e-04 | total 3.188 | policy 1.636 (acc 0.468) | value 0.494 | aux 1.0586 | 17656 pos/s
step   23800 | lr 9.68e-04 | total 3.196 | policy 1.628 (acc 0.472) | value 0.501 | aux 1.0671 | 17620 pos/s
step   23900 | lr 9.68e-04 | total 3.134 | policy 1.608 (acc 0.477) | value 0.470 | aux 1.0556 | 17214 pos/s
step   24000 | lr 9.68e-04 | total 3.128 | policy 1.602 (acc 0.477) | value 0.473 | aux 1.0533 | 16599 pos/s
step   24100 | lr 9.67e-04 | total 3.161 | policy 1.608 (acc 0.476) | value 0.498 | aux 1.0546 | 17857 pos/s
step   24200 | lr 9.67e-04 | total 3.162 | policy 1.609 (acc 0.476) | value 0.495 | aux 1.0582 | 16621 pos/s
step   24300 | lr 9.67e-04 | total 3.149 | policy 1.613 (acc 0.476) | value 0.473 | aux 1.0627 | 17107 pos/s
step   24400 | lr 9.67e-04 | total 3.142 | policy 1.623 (acc 0.475) | value 0.463 | aux 1.0561 | 17120 pos/s
step   24500 | lr 9.66e-04 | total 3.176 | policy 1.634 (acc 0.469) | value 0.481 | aux 1.0613 | 17631 pos/s
step   24600 | lr 9.66e-04 | total 3.207 | policy 1.630 (acc 0.468) | value 0.512 | aux 1.0647 | 16393 pos/s
step   24700 | lr 9.66e-04 | total 3.224 | policy 1.632 (acc 0.468) | value 0.524 | aux 1.0677 | 16458 pos/s
step   24800 | lr 9.65e-04 | total 3.173 | policy 1.598 (acc 0.480) | value 0.510 | aux 1.0657 | 15781 pos/s
step   24900 | lr 9.65e-04 | total 3.177 | policy 1.608 (acc 0.478) | value 0.506 | aux 1.0638 | 16755 pos/s
step   25000 | lr 9.65e-04 | total 3.223 | policy 1.627 (acc 0.471) | value 0.529 | aux 1.0671 | 15766 pos/s
  [val] total 3.043 | policy 1.590 (acc 0.478) | value 0.424 | aux 1.0300
step   25100 | lr 9.65e-04 | total 3.199 | policy 1.619 (acc 0.475) | value 0.513 | aux 1.0666 | 17675 pos/s
step   25200 | lr 9.64e-04 | total 3.155 | policy 1.606 (acc 0.478) | value 0.486 | aux 1.0635 | 16509 pos/s
step   25300 | lr 9.64e-04 | total 3.127 | policy 1.573 (acc 0.487) | value 0.501 | aux 1.0527 | 18107 pos/s
step   25400 | lr 9.64e-04 | total 3.090 | policy 1.563 (acc 0.491) | value 0.483 | aux 1.0438 | 16859 pos/s
step   25500 | lr 9.63e-04 | total 3.121 | policy 1.592 (acc 0.482) | value 0.475 | aux 1.0541 | 17410 pos/s
step   25600 | lr 9.63e-04 | total 3.155 | policy 1.599 (acc 0.478) | value 0.490 | aux 1.0658 | 16744 pos/s
step   25700 | lr 9.63e-04 | total 3.140 | policy 1.584 (acc 0.484) | value 0.497 | aux 1.0597 | 16531 pos/s
step   25800 | lr 9.63e-04 | total 3.112 | policy 1.579 (acc 0.484) | value 0.480 | aux 1.0517 | 16221 pos/s
step   25900 | lr 9.62e-04 | total 3.130 | policy 1.582 (acc 0.484) | value 0.495 | aux 1.0529 | 16601 pos/s
step   26000 | lr 9.62e-04 | total 3.181 | policy 1.611 (acc 0.475) | value 0.508 | aux 1.0610 | 15598 pos/s
step   26100 | lr 9.62e-04 | total 3.171 | policy 1.610 (acc 0.473) | value 0.502 | aux 1.0584 | 17515 pos/s
step   26200 | lr 9.61e-04 | total 3.101 | policy 1.582 (acc 0.484) | value 0.472 | aux 1.0466 | 16921 pos/s
step   26300 | lr 9.61e-04 | total 3.073 | policy 1.563 (acc 0.491) | value 0.471 | aux 1.0383 | 17564 pos/s
step   26400 | lr 9.61e-04 | total 3.060 | policy 1.560 (acc 0.492) | value 0.467 | aux 1.0326 | 16742 pos/s
step   26500 | lr 9.60e-04 | total 3.058 | policy 1.566 (acc 0.490) | value 0.453 | aux 1.0397 | 17713 pos/s
step   26600 | lr 9.60e-04 | total 3.080 | policy 1.586 (acc 0.483) | value 0.450 | aux 1.0438 | 16181 pos/s
step   26700 | lr 9.60e-04 | total 3.143 | policy 1.592 (acc 0.483) | value 0.496 | aux 1.0537 | 17704 pos/s
step   26800 | lr 9.60e-04 | total 3.135 | policy 1.595 (acc 0.478) | value 0.482 | aux 1.0577 | 17167 pos/s
step   26900 | lr 9.59e-04 | total 3.073 | policy 1.589 (acc 0.480) | value 0.443 | aux 1.0406 | 17395 pos/s
step   27000 | lr 9.59e-04 | total 3.070 | policy 1.596 (acc 0.480) | value 0.442 | aux 1.0316 | 17158 pos/s
step   27100 | lr 9.59e-04 | total 3.109 | policy 1.601 (acc 0.478) | value 0.467 | aux 1.0404 | 17800 pos/s
step   27200 | lr 9.58e-04 | total 3.071 | policy 1.582 (acc 0.483) | value 0.453 | aux 1.0352 | 17852 pos/s
step   27300 | lr 9.58e-04 | total 3.003 | policy 1.556 (acc 0.493) | value 0.425 | aux 1.0226 | 17454 pos/s
step   27400 | lr 9.58e-04 | total 3.011 | policy 1.557 (acc 0.493) | value 0.431 | aux 1.0226 | 17595 pos/s
step   27500 | lr 9.57e-04 | total 3.044 | policy 1.568 (acc 0.490) | value 0.447 | aux 1.0287 | 17271 pos/s
step   27600 | lr 9.57e-04 | total 3.093 | policy 1.574 (acc 0.484) | value 0.480 | aux 1.0389 | 16730 pos/s
step   27700 | lr 9.57e-04 | total 3.110 | policy 1.591 (acc 0.480) | value 0.483 | aux 1.0361 | 17414 pos/s
step   27800 | lr 9.56e-04 | total 3.120 | policy 1.609 (acc 0.476) | value 0.471 | aux 1.0401 | 17272 pos/s
step   27900 | lr 9.56e-04 | total 3.113 | policy 1.605 (acc 0.477) | value 0.460 | aux 1.0488 | 16927 pos/s
step   28000 | lr 9.56e-04 | total 3.117 | policy 1.611 (acc 0.474) | value 0.459 | aux 1.0470 | 16916 pos/s
step   28100 | lr 9.55e-04 | total 3.104 | policy 1.617 (acc 0.475) | value 0.450 | aux 1.0366 | 18474 pos/s
step   28200 | lr 9.55e-04 | total 3.075 | policy 1.594 (acc 0.482) | value 0.453 | aux 1.0275 | 17851 pos/s
step   28300 | lr 9.55e-04 | total 3.046 | policy 1.575 (acc 0.484) | value 0.444 | aux 1.0264 | 18077 pos/s
step   28400 | lr 9.54e-04 | total 3.048 | policy 1.580 (acc 0.484) | value 0.438 | aux 1.0301 | 17251 pos/s
step   28500 | lr 9.54e-04 | total 3.043 | policy 1.576 (acc 0.485) | value 0.430 | aux 1.0374 | 17683 pos/s
step   28600 | lr 9.54e-04 | total 3.057 | policy 1.579 (acc 0.484) | value 0.441 | aux 1.0380 | 17382 pos/s
step   28700 | lr 9.53e-04 | total 3.130 | policy 1.582 (acc 0.482) | value 0.504 | aux 1.0441 | 16268 pos/s
step   28800 | lr 9.53e-04 | total 3.162 | policy 1.596 (acc 0.480) | value 0.521 | aux 1.0454 | 17973 pos/s
step   28900 | lr 9.53e-04 | total 3.147 | policy 1.602 (acc 0.478) | value 0.509 | aux 1.0371 | 18080 pos/s
step   29000 | lr 9.52e-04 | total 3.096 | policy 1.573 (acc 0.488) | value 0.489 | aux 1.0335 | 17421 pos/s
step   29100 | lr 9.52e-04 | total 3.107 | policy 1.566 (acc 0.488) | value 0.496 | aux 1.0443 | 16688 pos/s
step   29200 | lr 9.52e-04 | total 3.097 | policy 1.553 (acc 0.492) | value 0.503 | aux 1.0415 | 17522 pos/s
step   29300 | lr 9.51e-04 | total 3.080 | policy 1.571 (acc 0.488) | value 0.479 | aux 1.0301 | 18479 pos/s
step   29400 | lr 9.51e-04 | total 3.101 | policy 1.587 (acc 0.481) | value 0.482 | aux 1.0316 | 17355 pos/s
step   29500 | lr 9.51e-04 | total 3.064 | policy 1.566 (acc 0.489) | value 0.468 | aux 1.0304 | 18413 pos/s
step   29600 | lr 9.50e-04 | total 3.071 | policy 1.574 (acc 0.486) | value 0.463 | aux 1.0342 | 17130 pos/s
step   29700 | lr 9.50e-04 | total 3.044 | policy 1.564 (acc 0.487) | value 0.448 | aux 1.0316 | 17098 pos/s
step   29800 | lr 9.50e-04 | total 3.049 | policy 1.548 (acc 0.492) | value 0.465 | aux 1.0353 | 16559 pos/s
step   29900 | lr 9.49e-04 | total 3.094 | policy 1.572 (acc 0.486) | value 0.482 | aux 1.0398 | 17836 pos/s
step   30000 | lr 9.49e-04 | total 3.122 | policy 1.589 (acc 0.480) | value 0.489 | aux 1.0436 | 18284 pos/s
  checkpoint -> checkpoints/step_00030000.pt
  [val] total 2.967 | policy 1.551 (acc 0.491) | value 0.395 | aux 1.0215
step   30100 | lr 9.49e-04 | total 3.098 | policy 1.592 (acc 0.480) | value 0.474 | aux 1.0328 | 19804 pos/s
step   30200 | lr 9.48e-04 | total 3.065 | policy 1.573 (acc 0.485) | value 0.460 | aux 1.0314 | 17382 pos/s
step   30300 | lr 9.48e-04 | total 3.078 | policy 1.556 (acc 0.490) | value 0.482 | aux 1.0399 | 16809 pos/s
step   30400 | lr 9.48e-04 | total 3.089 | policy 1.551 (acc 0.491) | value 0.489 | aux 1.0482 | 16294 pos/s
step   30500 | lr 9.47e-04 | total 3.096 | policy 1.562 (acc 0.489) | value 0.488 | aux 1.0461 | 18136 pos/s
step   30600 | lr 9.47e-04 | total 3.075 | policy 1.571 (acc 0.486) | value 0.462 | aux 1.0411 | 17275 pos/s
step   30700 | lr 9.47e-04 | total 3.034 | policy 1.552 (acc 0.494) | value 0.451 | aux 1.0315 | 18708 pos/s
step   30800 | lr 9.46e-04 | total 3.033 | policy 1.542 (acc 0.495) | value 0.464 | aux 1.0268 | 17572 pos/s
step   30900 | lr 9.46e-04 | total 3.027 | policy 1.544 (acc 0.495) | value 0.461 | aux 1.0211 | 18292 pos/s
step   31000 | lr 9.46e-04 | total 3.015 | policy 1.539 (acc 0.492) | value 0.453 | aux 1.0242 | 16867 pos/s
step   31100 | lr 9.45e-04 | total 3.073 | policy 1.562 (acc 0.487) | value 0.481 | aux 1.0300 | 18367 pos/s
step   31200 | lr 9.45e-04 | total 3.110 | policy 1.578 (acc 0.481) | value 0.494 | aux 1.0378 | 16962 pos/s
step   31300 | lr 9.44e-04 | total 3.072 | policy 1.584 (acc 0.483) | value 0.457 | aux 1.0313 | 17546 pos/s
step   31400 | lr 9.44e-04 | total 3.049 | policy 1.587 (acc 0.481) | value 0.436 | aux 1.0261 | 17277 pos/s
step   31500 | lr 9.44e-04 | total 3.048 | policy 1.585 (acc 0.482) | value 0.436 | aux 1.0272 | 17467 pos/s
step   31600 | lr 9.43e-04 | total 3.078 | policy 1.588 (acc 0.480) | value 0.450 | aux 1.0409 | 17076 pos/s
step   31700 | lr 9.43e-04 | total 3.096 | policy 1.579 (acc 0.482) | value 0.474 | aux 1.0427 | 16703 pos/s
step   31800 | lr 9.43e-04 | total 3.039 | policy 1.556 (acc 0.490) | value 0.453 | aux 1.0310 | 17997 pos/s
step   31900 | lr 9.42e-04 | total 3.055 | policy 1.567 (acc 0.487) | value 0.453 | aux 1.0352 | 17378 pos/s
step   32000 | lr 9.42e-04 | total 3.052 | policy 1.550 (acc 0.493) | value 0.465 | aux 1.0365 | 16777 pos/s
step   32100 | lr 9.42e-04 | total 3.036 | policy 1.530 (acc 0.498) | value 0.476 | aux 1.0306 | 17162 pos/s
step   32200 | lr 9.41e-04 | total 3.052 | policy 1.543 (acc 0.492) | value 0.477 | aux 1.0314 | 16631 pos/s
step   32300 | lr 9.41e-04 | total 3.076 | policy 1.559 (acc 0.488) | value 0.486 | aux 1.0308 | 17791 pos/s
step   32400 | lr 9.40e-04 | total 3.108 | policy 1.578 (acc 0.481) | value 0.496 | aux 1.0337 | 17026 pos/s
step   32500 | lr 9.40e-04 | total 3.124 | policy 1.594 (acc 0.479) | value 0.490 | aux 1.0406 | 18056 pos/s
step   32600 | lr 9.40e-04 | total 3.094 | policy 1.569 (acc 0.490) | value 0.488 | aux 1.0370 | 16833 pos/s
step   32700 | lr 9.39e-04 | total 3.055 | policy 1.561 (acc 0.489) | value 0.460 | aux 1.0340 | 17122 pos/s
step   32800 | lr 9.39e-04 | total 3.037 | policy 1.562 (acc 0.485) | value 0.443 | aux 1.0324 | 16963 pos/s
step   32900 | lr 9.39e-04 | total 3.032 | policy 1.556 (acc 0.490) | value 0.444 | aux 1.0323 | 17875 pos/s
step   33000 | lr 9.38e-04 | total 3.050 | policy 1.558 (acc 0.488) | value 0.461 | aux 1.0317 | 16482 pos/s
step   33100 | lr 9.38e-04 | total 3.013 | policy 1.555 (acc 0.488) | value 0.429 | aux 1.0291 | 17562 pos/s
step   33200 | lr 9.37e-04 | total 3.022 | policy 1.560 (acc 0.488) | value 0.434 | aux 1.0271 | 16743 pos/s
step   33300 | lr 9.37e-04 | total 3.044 | policy 1.564 (acc 0.487) | value 0.441 | aux 1.0391 | 17241 pos/s
step   33400 | lr 9.37e-04 | total 3.021 | policy 1.541 (acc 0.492) | value 0.450 | aux 1.0309 | 17223 pos/s
step   33500 | lr 9.36e-04 | total 3.053 | policy 1.535 (acc 0.496) | value 0.492 | aux 1.0256 | 17478 pos/s
step   33600 | lr 9.36e-04 | total 3.076 | policy 1.556 (acc 0.492) | value 0.494 | aux 1.0265 | 17101 pos/s
step   33700 | lr 9.35e-04 | total 3.060 | policy 1.556 (acc 0.487) | value 0.477 | aux 1.0272 | 17993 pos/s
step   33800 | lr 9.35e-04 | total 3.073 | policy 1.565 (acc 0.487) | value 0.473 | aux 1.0348 | 16657 pos/s
step   33900 | lr 9.35e-04 | total 3.079 | policy 1.570 (acc 0.485) | value 0.473 | aux 1.0354 | 17102 pos/s
step   34000 | lr 9.34e-04 | total 3.067 | policy 1.566 (acc 0.487) | value 0.467 | aux 1.0339 | 17216 pos/s
step   34100 | lr 9.34e-04 | total 3.044 | policy 1.566 (acc 0.486) | value 0.442 | aux 1.0358 | 17780 pos/s
step   34200 | lr 9.34e-04 | total 3.054 | policy 1.557 (acc 0.489) | value 0.459 | aux 1.0374 | 17446 pos/s
step   34300 | lr 9.33e-04 | total 3.059 | policy 1.538 (acc 0.494) | value 0.490 | aux 1.0316 | 17698 pos/s
step   34400 | lr 9.33e-04 | total 3.086 | policy 1.547 (acc 0.498) | value 0.507 | aux 1.0314 | 17129 pos/s
step   34500 | lr 9.32e-04 | total 3.069 | policy 1.541 (acc 0.497) | value 0.499 | aux 1.0287 | 17573 pos/s
step   34600 | lr 9.32e-04 | total 3.069 | policy 1.545 (acc 0.495) | value 0.493 | aux 1.0307 | 16735 pos/s
step   34700 | lr 9.32e-04 | total 3.084 | policy 1.550 (acc 0.494) | value 0.502 | aux 1.0320 | 17485 pos/s
step   34800 | lr 9.31e-04 | total 3.046 | policy 1.539 (acc 0.497) | value 0.481 | aux 1.0255 | 17189 pos/s
step   34900 | lr 9.31e-04 | total 3.067 | policy 1.550 (acc 0.496) | value 0.495 | aux 1.0211 | 18374 pos/s
step   35000 | lr 9.30e-04 | total 3.072 | policy 1.552 (acc 0.496) | value 0.495 | aux 1.0256 | 17437 pos/s
  [val] total 2.982 | policy 1.553 (acc 0.489) | value 0.414 | aux 1.0155
step   35100 | lr 9.30e-04 | total 3.054 | policy 1.536 (acc 0.498) | value 0.490 | aux 1.0280 | 17672 pos/s
step   35200 | lr 9.30e-04 | total 3.088 | policy 1.522 (acc 0.501) | value 0.533 | aux 1.0332 | 16538 pos/s
step   35300 | lr 9.29e-04 | total 3.095 | policy 1.535 (acc 0.499) | value 0.529 | aux 1.0312 | 17446 pos/s
step   35400 | lr 9.29e-04 | total 3.113 | policy 1.547 (acc 0.497) | value 0.534 | aux 1.0313 | 17261 pos/s
step   35500 | lr 9.28e-04 | total 3.066 | policy 1.556 (acc 0.494) | value 0.479 | aux 1.0304 | 17957 pos/s
step   35600 | lr 9.28e-04 | total 3.074 | policy 1.560 (acc 0.494) | value 0.486 | aux 1.0286 | 16783 pos/s
step   35700 | lr 9.28e-04 | total 3.100 | policy 1.529 (acc 0.502) | value 0.549 | aux 1.0223 | 17094 pos/s
step   35800 | lr 9.27e-04 | total 3.118 | policy 1.528 (acc 0.503) | value 0.560 | aux 1.0300 | 17336 pos/s
step   35900 | lr 9.27e-04 | total 3.111 | policy 1.529 (acc 0.502) | value 0.553 | aux 1.0292 | 18162 pos/s
step   36000 | lr 9.26e-04 | total 3.070 | policy 1.515 (acc 0.506) | value 0.530 | aux 1.0250 | 16923 pos/s
step   36100 | lr 9.26e-04 | total 3.063 | policy 1.509 (acc 0.506) | value 0.533 | aux 1.0215 | 18258 pos/s
step   36200 | lr 9.26e-04 | total 3.056 | policy 1.518 (acc 0.505) | value 0.511 | aux 1.0258 | 16811 pos/s
step   36300 | lr 9.25e-04 | total 3.072 | policy 1.519 (acc 0.506) | value 0.527 | aux 1.0259 | 17384 pos/s
step   36400 | lr 9.25e-04 | total 3.064 | policy 1.508 (acc 0.506) | value 0.531 | aux 1.0257 | 16569 pos/s
step   36500 | lr 9.24e-04 | total 3.098 | policy 1.493 (acc 0.510) | value 0.574 | aux 1.0306 | 17234 pos/s
step   36600 | lr 9.24e-04 | total 3.104 | policy 1.476 (acc 0.515) | value 0.595 | aux 1.0324 | 16563 pos/s
step   36700 | lr 9.23e-04 | total 3.121 | policy 1.471 (acc 0.517) | value 0.617 | aux 1.0333 | 18226 pos/s
step   36800 | lr 9.23e-04 | total 3.130 | policy 1.505 (acc 0.508) | value 0.593 | aux 1.0317 | 16883 pos/s
step   36900 | lr 9.23e-04 | total 3.117 | policy 1.532 (acc 0.500) | value 0.558 | aux 1.0272 | 17663 pos/s
step   37000 | lr 9.22e-04 | total 3.117 | policy 1.552 (acc 0.499) | value 0.540 | aux 1.0245 | 17369 pos/s
step   37100 | lr 9.22e-04 | total 3.102 | policy 1.547 (acc 0.499) | value 0.531 | aux 1.0236 | 17874 pos/s
step   37200 | lr 9.21e-04 | total 3.083 | policy 1.515 (acc 0.509) | value 0.550 | aux 1.0183 | 16568 pos/s
step   37300 | lr 9.21e-04 | total 3.090 | policy 1.494 (acc 0.512) | value 0.571 | aux 1.0251 | 17671 pos/s
step   37400 | lr 9.20e-04 | total 3.098 | policy 1.492 (acc 0.511) | value 0.579 | aux 1.0271 | 16527 pos/s
step   37500 | lr 9.20e-04 | total 3.124 | policy 1.522 (acc 0.505) | value 0.568 | aux 1.0346 | 18511 pos/s
step   37600 | lr 9.20e-04 | total 3.122 | policy 1.548 (acc 0.495) | value 0.541 | aux 1.0330 | 17176 pos/s
step   37700 | lr 9.19e-04 | total 3.105 | policy 1.543 (acc 0.496) | value 0.536 | aux 1.0267 | 18156 pos/s
step   37800 | lr 9.19e-04 | total 3.113 | policy 1.551 (acc 0.494) | value 0.534 | aux 1.0281 | 17272 pos/s
step   37900 | lr 9.18e-04 | total 3.107 | policy 1.551 (acc 0.494) | value 0.527 | aux 1.0288 | 17413 pos/s
step   38000 | lr 9.18e-04 | total 3.107 | policy 1.528 (acc 0.503) | value 0.551 | aux 1.0281 | 17197 pos/s
step   38100 | lr 9.17e-04 | total 3.108 | policy 1.512 (acc 0.504) | value 0.567 | aux 1.0287 | 16715 pos/s
step   38200 | lr 9.17e-04 | total 3.136 | policy 1.519 (acc 0.502) | value 0.584 | aux 1.0322 | 17575 pos/s
step   38300 | lr 9.17e-04 | total 3.126 | policy 1.527 (acc 0.500) | value 0.568 | aux 1.0309 | 17549 pos/s
step   38400 | lr 9.16e-04 | total 3.121 | policy 1.544 (acc 0.493) | value 0.546 | aux 1.0308 | 17086 pos/s
step   38500 | lr 9.16e-04 | total 3.110 | policy 1.522 (acc 0.503) | value 0.563 | aux 1.0255 | 17058 pos/s
step   38600 | lr 9.15e-04 | total 3.103 | policy 1.512 (acc 0.504) | value 0.567 | aux 1.0238 | 16651 pos/s
step   38700 | lr 9.15e-04 | total 3.105 | policy 1.512 (acc 0.506) | value 0.569 | aux 1.0251 | 17586 pos/s
step   38800 | lr 9.14e-04 | total 3.094 | policy 1.493 (acc 0.511) | value 0.578 | aux 1.0227 | 16914 pos/s
step   38900 | lr 9.14e-04 | total 3.100 | policy 1.477 (acc 0.515) | value 0.604 | aux 1.0191 | 17198 pos/s
step   39000 | lr 9.14e-04 | total 3.104 | policy 1.468 (acc 0.519) | value 0.618 | aux 1.0180 | 16783 pos/s
step   39100 | lr 9.13e-04 | total 3.096 | policy 1.496 (acc 0.509) | value 0.581 | aux 1.0197 | 17972 pos/s
step   39200 | lr 9.13e-04 | total 3.088 | policy 1.542 (acc 0.495) | value 0.533 | aux 1.0128 | 17626 pos/s
step   39300 | lr 9.12e-04 | total 3.074 | policy 1.543 (acc 0.495) | value 0.523 | aux 1.0076 | 17819 pos/s
step   39400 | lr 9.12e-04 | total 3.076 | policy 1.555 (acc 0.493) | value 0.513 | aux 1.0067 | 17395 pos/s
step   39500 | lr 9.11e-04 | total 3.067 | policy 1.551 (acc 0.493) | value 0.508 | aux 1.0081 | 17360 pos/s
step   39600 | lr 9.11e-04 | total 3.072 | policy 1.551 (acc 0.492) | value 0.514 | aux 1.0065 | 17072 pos/s
step   39700 | lr 9.10e-04 | total 3.046 | policy 1.539 (acc 0.495) | value 0.502 | aux 1.0050 | 17579 pos/s
step   39800 | lr 9.10e-04 | total 3.036 | policy 1.518 (acc 0.502) | value 0.511 | aux 1.0071 | 16595 pos/s
step   39900 | lr 9.10e-04 | total 3.068 | policy 1.504 (acc 0.504) | value 0.554 | aux 1.0088 | 17250 pos/s
step   40000 | lr 9.09e-04 | total 3.063 | policy 1.505 (acc 0.505) | value 0.545 | aux 1.0123 | 17010 pos/s
  checkpoint -> checkpoints/step_00040000.pt
  [val] total 3.265 | policy 1.814 (acc 0.456) | value 0.378 | aux 1.0730
step   40100 | lr 9.09e-04 | total 3.046 | policy 1.499 (acc 0.509) | value 0.542 | aux 1.0051 | 18888 pos/s
step   40200 | lr 9.08e-04 | total 3.067 | policy 1.492 (acc 0.512) | value 0.572 | aux 1.0038 | 17143 pos/s
step   40300 | lr 9.08e-04 | total 3.060 | policy 1.481 (acc 0.515) | value 0.579 | aux 0.9992 | 16766 pos/s
step   40400 | lr 9.07e-04 | total 3.042 | policy 1.482 (acc 0.514) | value 0.563 | aux 0.9969 | 18008 pos/s
step   40500 | lr 9.07e-04 | total 3.042 | policy 1.479 (acc 0.514) | value 0.562 | aux 1.0006 | 16886 pos/s
step   40600 | lr 9.06e-04 | total 3.054 | policy 1.491 (acc 0.510) | value 0.557 | aux 1.0061 | 17903 pos/s
step   40700 | lr 9.06e-04 | total 3.027 | policy 1.488 (acc 0.512) | value 0.537 | aux 1.0026 | 16904 pos/s
step   40800 | lr 9.05e-04 | total 3.002 | policy 1.480 (acc 0.514) | value 0.528 | aux 0.9939 | 17242 pos/s
step   40900 | lr 9.05e-04 | total 3.009 | policy 1.470 (acc 0.517) | value 0.553 | aux 0.9855 | 16682 pos/s
step   41000 | lr 9.05e-04 | total 2.998 | policy 1.458 (acc 0.523) | value 0.559 | aux 0.9816 | 16936 pos/s
step   41100 | lr 9.04e-04 | total 3.006 | policy 1.472 (acc 0.518) | value 0.547 | aux 0.9865 | 17459 pos/s
step   41200 | lr 9.04e-04 | total 3.018 | policy 1.508 (acc 0.505) | value 0.519 | aux 0.9911 | 16716 pos/s
step   41300 | lr 9.03e-04 | total 3.037 | policy 1.532 (acc 0.500) | value 0.511 | aux 0.9941 | 17960 pos/s
step   41400 | lr 9.03e-04 | total 3.036 | policy 1.527 (acc 0.499) | value 0.514 | aux 0.9940 | 16607 pos/s
step   41500 | lr 9.02e-04 | total 3.030 | policy 1.499 (acc 0.508) | value 0.539 | aux 0.9921 | 16984 pos/s
step   41600 | lr 9.02e-04 | total 3.038 | policy 1.489 (acc 0.510) | value 0.556 | aux 0.9930 | 16242 pos/s
step   41700 | lr 9.01e-04 | total 3.030 | policy 1.480 (acc 0.513) | value 0.554 | aux 0.9956 | 17043 pos/s
step   41800 | lr 9.01e-04 | total 3.009 | policy 1.466 (acc 0.520) | value 0.554 | aux 0.9893 | 16813 pos/s
step   41900 | lr 9.00e-04 | total 3.012 | policy 1.463 (acc 0.520) | value 0.563 | aux 0.9853 | 17249 pos/s
